# index, _pos
65053,"array([-5.9011165 , -6.50182592])"
65054,"array([-5.44043594, -6.58586218])"
65055,"array([-5.65002478, -6.72021907])"
65056,"array([-5.49313248, -6.56650142])"
65057,"array([-5.49489166, -6.38620255])"
65058,"array([-5.76502413, -6.41475251])"
65059,"array([-5.62710843, -6.88586284])"
65060,"array([-5.82606942, -6.4809166 ])"
65061,"array([-5.79891723, -6.77360576])"
65062,"array([-5.75932366, -6.71390732])"
65063,"array([-5.66277496, -6.73115244])"
65064,"array([-5.8551258 , -6.61175621])"
65065,"array([-5.44259157, -6.25138291])"
65066,"array([-5.52844907, -6.59566301])"
65067,"array([-5.81886903, -6.36616686])"
65068,"array([-5.46263055, -6.33632693])"
65069,"array([-5.42391696, -6.38570476])"
65070,"array([-5.43452272, -6.43864921])"
65071,"array([-5.55821755, -6.33409417])"
65072,"array([-5.35715315, -6.47137487])"
65073,"array([-5.88081344, -6.6101142 ])"
65074,"array([-5.63425431, -6.33136422])"
65075,"array([-5.51901812, -6.51032923])"
65076,"array([-5.34039996, -6.41661133])"
65077,"array([-5.49772999, -6.47928401])"
65078,"array([-5.68949639, -6.35037223])"
65079,"array([-5.54015202, -6.36551187])"
65080,"array([-5.62100938, -6.69880392])"
65081,"array([-5.83930766, -6.56731124])"
65082,"array([-5.6650425 , -6.45922809])"
65083,"array([-5.6248868, -6.3675573])"
65084,"array([-5.35148873, -6.52327716])"
65085,"array([-5.46495899, -6.32528566])"
65086,"array([-5.60532209, -6.31344565])"
65087,"array([-5.6629987 , -6.71751764])"
65088,"array([-5.69853556, -6.46060136])"
65089,"array([-5.22509618, -6.5909664 ])"
65090,"array([-5.71388275, -6.42298402])"
65091,"array([-5.74506946, -6.24199113])"
65092,"array([-5.5548914 , -6.30616629])"
65093,"array([-5.40128503, -6.31870671])"
65094,"array([-5.79651507, -6.61631592])"
65095,"array([-5.6436104 , -6.71053606])"
65096,"array([-5.34441908, -6.64150939])"
65097,"array([-5.59249103, -6.92367785])"
65098,"array([-5.4960953 , -6.60961316])"
65099,"array([-5.70193109, -6.384205  ])"
65100,"array([-5.61219496, -6.63030615])"
65101,"array([-5.74713263, -6.81586395])"
65102,"array([-5.68623205, -6.80439   ])"
65103,"array([-5.80622236, -6.63058222])"
65104,"array([-5.82436114, -6.7479569 ])"
65105,"array([-5.46937004, -6.65088578])"
65106,"array([-5.60462767, -6.28465181])"
65107,"array([-5.85742667, -6.71483983])"
65108,"array([-5.4488497 , -6.46438351])"
65109,"array([-5.71873418, -6.89603094])"
65110,"array([-5.85920586, -6.61836726])"
65111,"array([-5.86765298, -6.67028433])"
65112,"array([-5.65097862, -6.35957241])"
65113,"array([-5.80145038, -6.77573927])"
65114,"array([-5.68181697, -6.3115121 ])"
65115,"array([-5.6344031, -6.6902553])"
65116,"array([-5.66799716, -6.74888049])"
65117,"array([-5.73854571, -6.92083318])"
65118,"array([-5.65215596, -6.73970915])"
65119,"array([-5.65485858, -6.695343  ])"
65120,"array([-5.85325868, -6.53593023])"
65121,"array([-5.69166341, -6.32380122])"
65122,"array([-5.4790827 , -6.40523203])"
65123,"array([-5.57660766, -6.22319929])"
65124,"array([-5.81464443, -6.51606938])"
65125,"array([-5.88617133, -6.50039436])"
65126,"array([-5.80807592, -6.56838182])"
65127,"array([-5.48558016, -6.25868047])"
65128,"array([-5.41159461, -6.53072783])"
65129,"array([-5.42118306, -6.33764388])"
65130,"array([-5.77173959, -6.40973699])"
65131,"array([-5.74001175, -6.35636408])"
65132,"array([-5.77910879, -6.78714039])"
65133,"array([-5.80496129, -6.6284181 ])"
65134,"array([-5.70763026, -6.38837222])"
65135,"array([-5.65024664, -6.80016312])"
65136,"array([-5.67989353, -6.70059648])"
65137,"array([-5.40800481, -6.3094748 ])"
65138,"array([-5.4365076, -6.4336673])"
65139,"array([-5.69443587, -6.19974534])"
65140,"array([-5.69366565, -6.71937227])"
65141,"array([-5.7885886 , -6.58646113])"
65142,"array([-5.88440534, -6.62328579])"
65143,"array([-5.54206013, -6.6740009 ])"
65144,"array([-5.56209904, -6.23237675])"
65145,"array([-5.7960597 , -6.84840767])"
65146,"array([-5.82442577, -6.50489073])"
65147,"array([-5.81346713, -6.49016156])"
65148,"array([-5.40415608, -6.46544401])"
65149,"array([-5.31635999, -6.55803818])"
65150,"array([-5.88194039, -6.75370483])"
65151,"array([-5.76687622, -6.26093777])"
65152,"array([-5.58765861, -6.34145697])"
65153,"array([-5.76849388, -6.81108925])"
65154,"array([-5.85230768, -6.36605692])"
65155,"array([-5.76510842, -6.42350272])"
65156,"array([-5.80100743, -6.83413273])"
65157,"array([-5.43020099, -6.38294511])"
65158,"array([-5.53481115, -6.23921435])"
65159,"array([-5.51369535, -6.67829279])"
65160,"array([-5.83320847, -6.52152992])"
65161,"array([-5.86554212, -6.72728098])"
65162,"array([-5.59096931, -6.34215043])"
65163,"array([-5.80438623, -6.813628  ])"
65164,"array([-5.64038965, -6.31076956])"
65165,"array([-5.6794612 , -6.29075255])"
65166,"array([-5.47258458, -6.62124942])"
65167,"array([-5.70464111, -6.24361944])"
65168,"array([-5.58529065, -6.20475053])"
65169,"array([-5.94517311, -6.44638164])"
65170,"array([-5.66524433, -6.37399866])"
65171,"array([-5.88790815, -6.59658991])"
65172,"array([-5.7870507 , -6.77673869])"
65173,"array([-5.76010527, -6.3968996 ])"
65174,"array([-5.57302582, -6.18435579])"
65175,"array([-5.5716613 , -6.28152859])"
65176,"array([-5.87265712, -6.37352619])"
65177,"array([-5.38571254, -6.53240336])"
65178,"array([-5.79985431, -6.42455696])"
65179,"array([-5.96343289, -6.53447125])"
65180,"array([-5.61909707, -6.63688235])"
65181,"array([-5.49358021, -6.71054508])"
65182,"array([-5.44358873, -6.28666134])"
65183,"array([-5.51053428, -6.64028094])"
65184,"array([-5.7152165 , -6.31032699])"
65185,"array([-5.67660345, -6.70262591])"
65186,"array([-5.7871343 , -6.73552991])"
65187,"array([-5.78078638, -6.57916737])"
65188,"array([-5.41256681, -6.41710836])"
65189,"array([-5.92581137, -6.55979389])"
65190,"array([-5.34712254, -6.3513348 ])"
65191,"array([-5.81965595, -6.54920816])"
65192,"array([-5.76533378, -6.3997326 ])"
65193,"array([-5.79772979, -6.47568213])"
65194,"array([-5.64637413, -6.63639388])"
65195,"array([-5.37980456, -6.64296734])"
65196,"array([-5.80777584, -6.78919819])"
65197,"array([-5.75901967, -6.35619254])"
65198,"array([-5.74627634, -6.34027242])"
65199,"array([-5.48029029, -6.63907127])"
65200,"array([-5.87488919, -6.58472291])"
65201,"array([-5.90499694, -6.40048538])"
65202,"array([-5.86680371, -6.52253428])"
65203,"array([-5.21602874, -6.59127617])"
65204,"array([-5.66140432, -6.74923603])"
65205,"array([-5.63501633, -6.31704942])"
65206,"array([-5.86532515, -6.69452032])"
65207,"array([-5.77399459, -6.38740222])"
65208,"array([-5.39303991, -6.57991144])"
65209,"array([-5.67901884, -6.30321623])"
65210,"array([-5.45668821, -6.35877175])"
65211,"array([-5.77433079, -6.81671584])"
65212,"array([-5.80768436, -6.66686419])"
65213,"array([-5.53018117, -6.62182629])"
65214,"array([-5.60254686, -6.32818928])"
65215,"array([-5.63905485, -6.70703609])"
65216,"array([-5.8387927 , -6.64132426])"
65217,"array([-5.65510654, -6.19478158])"
65218,"array([-5.63135528, -6.78715606])"
65219,"array([-5.78386261, -6.36436173])"
65220,"array([-5.74273028, -6.38406773])"
65221,"array([-5.46603947, -6.34649386])"
65222,"array([-5.6433247, -6.6703858])"
65223,"array([-5.79643149, -6.27862635])"
65224,"array([-5.64442151, -6.44223685])"
65225,"array([-5.94791972, -6.53117693])"
65226,"array([-5.47055012, -6.4931085 ])"
65227,"array([-5.83359027, -6.43056507])"
65228,"array([-5.85095888, -6.48910297])"
65229,"array([-5.90351814, -6.69803325])"
65230,"array([-5.90986118, -6.48130112])"
65231,"array([-5.63414195, -6.35870646])"
65232,"array([-5.76609372, -6.30093043])"
65233,"array([-5.90219075, -6.57993311])"
65234,"array([-5.35079654, -6.5627157 ])"
65235,"array([-5.84364438, -6.61316023])"
65236,"array([-5.99231306, -6.55543266])"
65237,"array([-5.66550294, -6.78281555])"
65238,"array([-5.87254045, -6.62519025])"
65239,"array([-5.34685568, -6.40221268])"
65240,"array([-5.72874644, -6.89669991])"
65241,"array([-5.42659049, -6.19534335])"
65242,"array([-5.77979216, -6.62137822])"
65243,"array([-5.82702573, -6.62767624])"
65244,"array([-5.37243666, -6.64208429])"
65245,"array([-5.69194102, -6.81439813])"
65246,"array([-5.63601223, -6.76356561])"
65247,"array([-5.69932317, -6.83497369])"
65248,"array([-5.90954697, -6.51659927])"
65249,"array([-5.85939148, -6.30225394])"
65250,"array([-5.54316003, -6.26568029])"
65251,"array([-5.52373731, -6.33837452])"
65252,"array([-5.7300714 , -6.39209031])"
65253,"array([-5.81468317, -6.79259421])"
65254,"array([-5.65311179, -6.79522329])"
65255,"array([-5.94368088, -6.43289336])"
65256,"array([-5.61266232, -6.33098492])"
65257,"array([-5.71501743, -6.35236878])"
65258,"array([-5.78344498, -6.86031023])"
65259,"array([-5.65508395, -6.72590392])"
65260,"array([-5.82012004, -6.46187815])"
65261,"array([-5.82958746, -6.37089442])"
65262,"array([-5.45678001, -6.62716637])"
65263,"array([-5.85514476, -6.43634639])"
65264,"array([-5.82909995, -6.44457044])"
65265,"array([-5.82975102, -6.67368609])"
65266,"array([-5.42410305, -6.44515402])"
65267,"array([-5.40765796, -6.48776018])"
65268,"array([-5.65177336, -6.35673683])"
65269,"array([-5.75868637, -6.40598212])"
65270,"array([-5.60591666, -6.22785091])"
65271,"array([-5.69356306, -6.33907326])"
65272,"array([-5.67120311, -6.84472368])"
65273,"array([-5.38948597, -6.51119132])"
65274,"array([-5.62753237, -6.37403056])"
65275,"array([-5.55359894, -6.58363033])"
65276,"array([-5.91750401, -6.39983435])"
65277,"array([-5.81588774, -6.71251893])"
65278,"array([-5.66664075, -6.35953005])"
65279,"array([-5.96530827, -6.58255937])"
65280,"array([-5.85492475, -6.50558806])"
65281,"array([-5.79352778, -6.28416564])"
65282,"array([-5.73586464, -6.36061654])"
65283,"array([-5.63259692, -6.85020439])"
65284,"array([-5.43153274, -6.48236046])"
65285,"array([-5.36354293, -6.41236329])"
65286,"array([-5.78061621, -6.80480341])"
65287,"array([-5.63911159, -6.77413464])"
65288,"array([-5.64190918, -6.69487135])"
65289,"array([-5.60434635, -6.64659502])"
65290,"array([-5.57433575, -6.67695787])"
65291,"array([-5.81625886, -6.7704356 ])"
65292,"array([-5.39711318, -6.54542863])"
65293,"array([-5.81151063, -6.45275415])"
65294,"array([-5.69615989, -6.34090487])"
65295,"array([-5.48230865, -6.46191538])"
65296,"array([-5.89358878, -6.67646121])"
65297,"array([-5.38500519, -6.61346307])"
65298,"array([-5.78446001, -6.73572157])"
65299,"array([-5.70354921, -6.33291919])"
65300,"array([-5.6197876 , -6.21646095])"
65301,"array([-5.40257636, -6.4373479 ])"
65302,"array([-5.83593763, -6.73469995])"
65303,"array([-5.44537595, -6.42453191])"
65304,"array([-5.80980987, -6.66633301])"
65305,"array([-5.83961188, -6.59771682])"
65306,"array([-5.86929077, -6.5216294 ])"
65307,"array([-5.47410325, -6.63770844])"
65308,"array([-5.64794422, -6.80511846])"
65309,"array([-5.80154342, -6.38201675])"
65310,"array([-5.56253807, -6.34236951])"
65311,"array([-5.92402088, -6.7506656 ])"
65312,"array([-5.52328536, -6.55869534])"
65313,"array([-5.34407512, -6.66338395])"
65314,"array([-5.42440431, -6.62956681])"
65315,"array([-5.32873158, -6.61254924])"
65316,"array([-5.86408829, -6.51706856])"
65317,"array([-5.47597231, -6.34446394])"
65318,"array([-5.84024568, -6.44590934])"
65319,"array([-5.99306271, -6.64177088])"
65320,"array([-5.83809895, -6.90338144])"
65321,"array([-5.94683748, -6.62690832])"
65322,"array([-5.85766012, -6.64489066])"
65323,"array([-5.63796689, -6.29563752])"
65324,"array([-5.43729944, -6.63860575])"
65325,"array([-5.84161947, -6.6188519 ])"
65326,"array([-5.59152389, -6.37865514])"
65327,"array([-5.93765962, -6.58984002])"
65328,"array([-5.42029726, -6.64058025])"
65329,"array([-5.84911725, -6.52123983])"
65330,"array([-5.75540837, -6.46124345])"
65331,"array([-5.83273721, -6.47579929])"
65332,"array([-5.30216008, -6.57531218])"
65333,"array([-5.65459401, -6.74220524])"
65334,"array([-5.63663881, -6.34801274])"
65335,"array([-5.74230698, -6.72705245])"
65336,"array([-5.5158091 , -6.58373474])"
65337,"array([-5.27378354, -6.46429193])"
65338,"array([-5.50753231, -6.60586102])"
65339,"array([-5.47449345, -6.54686087])"
65340,"array([-5.43107079, -6.43194833])"
65341,"array([-5.9004604 , -6.60044771])"
65342,"array([-5.84908139, -6.54947639])"
65343,"array([-5.86887946, -6.43323903])"
65344,"array([-5.75135581, -6.81922896])"
65345,"array([-5.34464635, -6.49115607])"
65346,"array([-5.76503424, -6.47151293])"
65347,"array([-5.82612358, -6.43646188])"
65348,"array([-5.67582833, -6.74587853])"
65349,"array([-5.31958096, -6.48025246])"
65350,"array([-5.70386865, -6.29330706])"
65351,"array([-5.55586316, -6.64179886])"
65352,"array([-5.68100509, -6.76031015])"
65353,"array([-5.81790495, -6.53286621])"
65354,"array([-5.95145482, -6.75478514])"
65355,"array([-5.83171649, -6.423223  ])"
65356,"array([-5.8810886 , -6.63070469])"
65357,"array([-5.28331283, -6.33305029])"
65358,"array([-5.87783277, -6.36147778])"
65359,"array([-5.76870322, -6.45339789])"
65360,"array([-5.85937567, -6.43522445])"
65361,"array([-5.89774509, -6.59064289])"
65362,"array([-5.62054602, -6.28880762])"
65363,"array([-5.41377701, -6.35037285])"
65364,"array([-5.54533235, -6.19919615])"
65365,"array([-5.96262586, -6.65579041])"
65366,"array([-5.54975865, -6.3880206 ])"
65367,"array([-5.77421361, -6.72384899])"
65368,"array([-5.40571885, -6.6340913 ])"
65369,"array([-5.49534222, -6.36048334])"
65370,"array([-5.8339363, -6.5110639])"
65371,"array([-5.90550915, -6.45106498])"
65372,"array([-5.82441987, -6.53341926])"
65373,"array([-5.83834548, -6.5466793 ])"
65374,"array([-5.37148821, -6.5455336 ])"
65375,"array([-5.9006228 , -6.68004806])"
65376,"array([-5.95625653, -6.64158769])"
65377,"array([-5.79136633, -6.82313388])"
65378,"array([-5.7622241 , -6.78235429])"
65379,"array([-5.27651074, -6.54977012])"
65380,"array([-5.75951527, -6.83586601])"
65381,"array([-5.46688053, -6.29997734])"
65382,"array([-5.45404086, -6.31083635])"
65383,"array([-5.5023038 , -6.22838706])"
65384,"array([-5.32808465, -6.57524194])"
65385,"array([-5.46283638, -6.36247264])"
65386,"array([-5.71657804, -6.21451416])"
65387,"array([-5.59248688, -6.75325529])"
65388,"array([-5.91672987, -6.68938734])"
65389,"array([-5.47163865, -6.38400437])"
65390,"array([-5.47275328, -6.43899842])"
65391,"array([-5.45978661, -6.3732815 ])"
65392,"array([-5.79602041, -6.43237834])"
65393,"array([-5.73721534, -6.79750892])"
65394,"array([-5.90988573, -6.75823024])"
65395,"array([-5.78373464, -6.70099295])"
65396,"array([-5.62979622, -6.65214664])"
65397,"array([-5.40902186, -6.29507475])"
65398,"array([-5.49238252, -6.6683248 ])"
65399,"array([-5.73396548, -6.43141759])"
65400,"array([-5.61789517, -6.33950008])"
65401,"array([-5.53025615, -6.58794686])"
65402,"array([-5.39558602, -6.61262608])"
65403,"array([-5.58805633, -6.79508553])"
65404,"array([-5.5020708 , -6.37436306])"
65405,"array([-5.76286958, -6.748276  ])"
65406,"array([-5.78090857, -6.80102459])"
65407,"array([-5.47513324, -6.46712409])"
65408,"array([-5.5256248 , -6.23915898])"
65409,"array([-5.53720848, -6.31722143])"
65410,"array([-5.84664791, -6.41188487])"
65411,"array([-5.39207953, -6.63390024])"
65412,"array([-5.42185663, -6.38312754])"
65413,"array([-5.90661848, -6.41627307])"
65414,"array([-5.91694112, -6.79933825])"
65415,"array([-5.81309112, -6.30539734])"
65416,"array([-5.48550436, -6.42022903])"
65417,"array([-5.95489191, -6.50002381])"
65418,"array([-5.68530589, -6.83289543])"
65419,"array([-5.89251931, -6.66903567])"
65420,"array([-5.68079522, -6.3692262 ])"
65421,"array([-5.90839095, -6.68920412])"
65422,"array([-5.31122552, -6.49309841])"
65423,"array([-5.47706236, -6.29663419])"
65424,"array([-5.73088908, -6.72686895])"
65425,"array([-5.29298236, -6.49002126])"
65426,"array([-5.64804292, -6.37688102])"
65427,"array([-5.42890251, -6.36422147])"
65428,"array([-5.45133802, -6.34467677])"
65429,"array([-5.53969982, -6.33961745])"
65430,"array([-5.63476059, -6.34049337])"
65431,"array([-5.48889945, -6.71568377])"
65432,"array([-5.19165466, -6.5519243 ])"
65433,"array([-5.8097615 , -6.70073544])"
65434,"array([-5.79659966, -6.66108985])"
65435,"array([-5.62388416, -6.38789775])"
65436,"array([-5.6336785 , -6.35008539])"
65437,"array([-5.87740386, -6.63014044])"
65438,"array([-5.7825017 , -6.36049127])"
65439,"array([-5.80845076, -6.46287222])"
65440,"array([-5.53555615, -6.5952947 ])"
65441,"array([-5.45109329, -6.62259089])"
65442,"array([-5.51377501, -6.37609846])"
65443,"array([-5.48679765, -6.39771241])"
65444,"array([-5.99367351, -6.60078567])"
65445,"array([-5.53204133, -6.72554756])"
65446,"array([-5.53128819, -6.76637802])"
65447,"array([-5.79228616, -6.5119514 ])"
65448,"array([-5.44753116, -6.40958449])"
65449,"array([-5.55060952, -6.61875041])"
65450,"array([-5.54642642, -6.25342079])"
65451,"array([-5.84463516, -6.57963645])"
65452,"array([-5.53583715, -6.29542135])"
65453,"array([-5.70203853, -6.37780781])"
65454,"array([-5.77265739, -6.78960934])"
65455,"array([-5.49954088, -6.37674001])"
65456,"array([-5.37546071, -6.43915422])"
65457,"array([-5.38145588, -6.31750101])"
65458,"array([-5.85612425, -6.64257808])"
65459,"array([-5.85646123, -6.29246185])"
65460,"array([-5.90027116, -6.44524371])"
65461,"array([-5.84041833, -6.56508766])"
65462,"array([-5.61764499, -6.32323117])"
65463,"array([-5.30684415, -6.57222487])"
65464,"array([-5.78079093, -6.67883822])"
65465,"array([-5.65627896, -6.75707581])"
65466,"array([-5.40201618, -6.6423812 ])"
65467,"array([-5.30629381, -6.67143181])"
65468,"array([-5.82651633, -6.44689572])"
65469,"array([-5.83018803, -6.52022875])"
65470,"array([-5.86408658, -6.71608761])"
65471,"array([-5.60408105, -6.79637694])"
65472,"array([-5.66976009, -6.85517513])"
65473,"array([-5.62512435, -6.66754807])"
65474,"array([-5.57768518, -6.31741077])"
65475,"array([-5.90707325, -6.59697096])"
65476,"array([-5.91854544, -6.61938704])"
65477,"array([-5.64238502, -6.27253025])"
65478,"array([-5.3708986 , -6.78192908])"
65479,"array([-5.76675556, -6.49603386])"
65480,"array([-5.89683869, -6.7431366 ])"
65481,"array([-5.64274346, -6.35308282])"
65482,"array([-5.52765322, -6.70814871])"
65483,"array([-5.41262167, -6.47827634])"
65484,"array([-5.80176406, -6.87258801])"
65485,"array([-5.6711172 , -6.81065842])"
65486,"array([-5.31171445, -6.60898965])"
65487,"array([-5.38471881, -6.57280033])"
65488,"array([-5.67958117, -6.82283335])"
65489,"array([-5.49630887, -6.29930607])"
65490,"array([-5.36364202, -6.48325269])"
65491,"array([-5.624733  , -6.34999017])"
65492,"array([-5.39334744, -6.46893101])"
65493,"array([-5.88830053, -6.80750424])"
65494,"array([-5.725386  , -6.33870585])"
65495,"array([-5.58296615, -6.62593864])"
65496,"array([-5.36747731, -6.33691305])"
65497,"array([-5.83413233, -6.45195144])"
65498,"array([-5.25750478, -6.50505881])"
65499,"array([-5.7454398 , -6.70920443])"
65500,"array([-5.49926142, -6.3316615 ])"
65501,"array([-5.74248588, -6.45785651])"
65502,"array([-5.56832558, -6.86829576])"
65503,"array([-5.33048736, -6.41374039])"
65504,"array([-5.57169888, -6.94773585])"
65505,"array([-5.48819522, -6.42310441])"
65506,"array([-5.67780007, -6.36169001])"
65507,"array([-5.65360212, -6.86739532])"
65508,"array([-5.85011904, -6.5832428 ])"
65509,"array([-5.68244527, -6.78705849])"
65510,"array([-5.53513774, -6.37086013])"
65511,"array([-5.92125189, -6.80158574])"
65512,"array([-5.47409393, -6.61534061])"
65513,"array([-5.67775942, -6.67723689])"
65514,"array([-5.93514312, -6.69819484])"
65515,"array([-5.77574247, -6.8529917 ])"
65516,"array([-5.84938515, -6.46431207])"
65517,"array([-5.75598652, -6.42200347])"
65518,"array([-5.73988133, -6.87039523])"
65519,"array([-5.68822054, -6.77141977])"
65520,"array([-5.45768557, -6.61021536])"
65521,"array([-5.84519429, -6.50990716])"
65522,"array([-5.63437546, -6.6485047 ])"
65523,"array([-5.83474257, -6.32488026])"
65524,"array([-5.7136641 , -6.85602511])"
65525,"array([-5.51726869, -6.59216972])"
65526,"array([-5.65608039, -6.38886079])"
65527,"array([-5.7621355 , -6.88529769])"
65528,"array([-5.60363371, -6.71183782])"
65529,"array([-5.44623626, -6.62038006])"
65530,"array([-5.43942686, -6.42405765])"
65531,"array([-5.68813468, -6.8114445 ])"
65532,"array([-5.61233086, -6.67727969])"
65533,"array([-5.84040802, -6.65428764])"
65534,"array([-5.70793766, -6.34608551])"
65535,"array([-5.76908085, -6.42706947])"
65536,"array([-5.24467619, -6.56831231])"
65537,"array([-5.61386326, -6.6754059 ])"
65538,"array([-5.7248861 , -6.51825602])"
65539,"array([-5.44947463, -6.31257975])"
65540,"array([-5.65105765, -6.81204135])"
65541,"array([-5.51932868, -6.60147838])"
65542,"array([-5.79036246, -6.47008786])"
65543,"array([-5.88914046, -6.78558523])"
65544,"array([-5.49505657, -6.30396906])"
65545,"array([-5.40206147, -6.59678363])"
65546,"array([-5.3251478 , -6.35820371])"
65547,"array([-5.6877178 , -6.70520661])"
65548,"array([-5.74087601, -6.79269435])"
65549,"array([-5.55808256, -6.37791858])"
65550,"array([-5.54113532, -6.86614425])"
65551,"array([-5.47732311, -6.62329006])"
65552,"array([-5.8679097 , -6.56649854])"
65553,"array([-5.81086841, -6.42092806])"
65554,"array([-5.49766996, -6.26083347])"
65555,"array([-5.86395082, -6.82003858])"
65556,"array([-5.89666653, -6.68969107])"
65557,"array([-5.76514238, -6.45592708])"
65558,"array([-5.53768252, -6.22576   ])"
65559,"array([-5.65495667, -6.35483729])"
65560,"array([-5.66535879, -6.2570872 ])"
65561,"array([-5.77974431, -6.60003407])"
65562,"array([-5.35381347, -6.64022573])"
65563,"array([-5.64091323, -6.34601422])"
65564,"array([-5.87431707, -6.45838317])"
65565,"array([-5.82338924, -6.6087225 ])"
65566,"array([-5.82421418, -6.80838176])"
65567,"array([-5.78179189, -6.34919896])"
65568,"array([-5.63610431, -6.87276281])"
65569,"array([-5.43365797, -6.35757032])"
65570,"array([-5.36997805, -6.38885724])"
65571,"array([-5.69112597, -6.77842402])"
65572,"array([-5.78581918, -6.2509087 ])"
65573,"array([-5.91611116, -6.74427363])"
65574,"array([-5.70967326, -6.35679492])"
65575,"array([-5.93377238, -6.63192263])"
65576,"array([-5.63909232, -6.34303252])"
65577,"array([-5.53623194, -6.27739664])"
65578,"array([-5.78022258, -6.75071987])"
65579,"array([-5.97319398, -6.6062958 ])"
65580,"array([-5.88302768, -6.91927258])"
65581,"array([-5.60098488, -6.61917631])"
65582,"array([-5.78483853, -6.26845122])"
65583,"array([-5.54463493, -6.31382086])"
65584,"array([-5.6356511 , -6.71063058])"
65585,"array([-5.7446232 , -6.40076308])"
65586,"array([-5.90233958, -6.64720783])"
65587,"array([-5.57652458, -6.28247401])"
65588,"array([-5.63580279, -6.66466464])"
65589,"array([-5.63343002, -6.98469951])"
65590,"array([-5.59299925, -6.29158166])"
65591,"array([-5.75059822, -6.27923037])"
65592,"array([-5.62940255, -6.80351927])"
65593,"array([-5.35472214, -6.44828072])"
65594,"array([-5.38460247, -6.57596536])"
65595,"array([-5.66885179, -6.7744748 ])"
65596,"array([-5.40956906, -6.40380588])"
65597,"array([-5.97280206, -6.46400603])"
65598,"array([-5.5902825 , -6.72546926])"
65599,"array([-5.6730277 , -6.80792864])"
65600,"array([-5.78578722, -6.46394587])"
65601,"array([-5.62089593, -6.68523106])"
65602,"array([-5.57283894, -6.2210545 ])"
65603,"array([-5.72374718, -6.29322126])"
65604,"array([-5.63284482, -6.69981809])"
65605,"array([-5.81180412, -6.68364587])"
65606,"array([-5.51949527, -6.32687203])"
65607,"array([-5.8123599 , -6.60452874])"
65608,"array([-5.54833077, -6.26077354])"
65609,"array([-5.96942939, -6.72891241])"
65610,"array([-5.598307  , -6.34347545])"
65611,"array([-5.66988966, -6.81313748])"
65612,"array([-5.65659999, -6.76481   ])"
65613,"array([-5.74730415, -6.42443429])"
65614,"array([-5.76511533, -6.7941669 ])"
65615,"array([-5.76098103, -6.4404449 ])"
65616,"array([-5.64344468, -6.81243888])"
65617,"array([-5.5879045 , -6.27042797])"
65618,"array([-5.52128673, -6.38446422])"
65619,"array([-5.80383798, -6.80178191])"
65620,"array([-5.61132885, -6.71304886])"
65621,"array([-5.61679021, -6.72159542])"
65622,"array([-5.58183617, -6.67038942])"
65623,"array([-5.78520067, -6.31200068])"
65624,"array([-5.87117259, -6.76225635])"
65625,"array([-5.9228285 , -6.43276677])"
65626,"array([-5.68560634, -6.3705436 ])"
65627,"array([-5.87656949, -6.53327869])"
65628,"array([-5.66522818, -6.79849375])"
65629,"array([-5.87561767, -6.92467962])"
65630,"array([-5.80851478, -6.74207309])"
65631,"array([-5.50144825, -6.29800689])"
65632,"array([-5.57918386, -6.30669632])"
65633,"array([-5.91708154, -6.56705212])"
65634,"array([-5.54264208, -6.37998537])"
65635,"array([-5.45178379, -6.28054583])"
65636,"array([-5.87558959, -6.60236937])"
65637,"array([-5.69331128, -6.30422031])"
65638,"array([-5.42253467, -6.65936616])"
65639,"array([-5.87345224, -6.5950199 ])"
65640,"array([-5.72981228, -6.8402213 ])"
65641,"array([-5.50694978, -6.36385671])"
65642,"array([-5.330456  , -6.70014142])"
65643,"array([-5.37255416, -6.41234882])"
65644,"array([-5.83552087, -6.55513443])"
65645,"array([-5.38835601, -6.31096764])"
65646,"array([-5.68223437, -6.32922909])"
65647,"array([-5.8296109 , -6.53564447])"
65648,"array([-5.47226239, -6.30014233])"
65649,"array([-5.61566232, -6.63139247])"
65650,"array([-5.5464129 , -6.23094542])"
65651,"array([-5.55971682, -6.34061825])"
65652,"array([-5.58797715, -6.65987726])"
65653,"array([-5.37880535, -6.39436466])"
65654,"array([-5.67852084, -6.27308696])"
65655,"array([-5.80910343, -6.57419327])"
65656,"array([-5.8527463 , -6.30676534])"
65657,"array([-5.89192615, -6.53280799])"
65658,"array([-5.68400991, -6.74497914])"
65659,"array([-5.7531524 , -6.32392023])"
65660,"array([-5.77432679, -6.36624613])"
65661,"array([-5.41824239, -6.41454251])"
65662,"array([-5.71417959, -6.31487568])"
65663,"array([-5.99212224, -6.71570317])"
65664,"array([-5.72563374, -6.86042125])"
65665,"array([-5.65415765, -6.74816263])"
65666,"array([-5.58257423, -6.71708279])"
65667,"array([-5.38141706, -6.41809019])"
65668,"array([-5.64153542, -6.69633982])"
65669,"array([-5.68319722, -6.33691471])"
65670,"array([-5.48575449, -6.61433793])"
65671,"array([-5.7617459 , -6.40350524])"
65672,"array([-5.9474893, -6.6112249])"
65673,"array([-5.8408246 , -6.76905006])"
65674,"array([-5.66989994, -6.72350436])"
65675,"array([-5.9157539 , -6.54740409])"
65676,"array([-5.48230806, -6.30726156])"
65677,"array([-5.63990328, -6.75060946])"
65678,"array([-5.78734695, -6.75409522])"
65679,"array([-5.37588905, -6.47392069])"
65680,"array([-5.51330819, -6.70542688])"
65681,"array([-5.93788019, -6.47844998])"
